0,00196420
0,00309730
0,00160600
0,00150040
0,00173380
0,00149360
0,00434840
0,00257670
0,00210010
0,00160320
0,00153110
0,00153260
0,00190220
0,00166800
0,00160080
0,00602690
0,00192020
0,00177090
0,00167630
0,00184080
0,00207570
0,00196500
0,00154080
0,00182000
0,00163230
0,00168500
0,00180730
0,00167910
0,00232080
0,00168070
0,00175460
0,00176810
0,00156000
0,00177010
0,00193810
0,00204900
0,01119630
0,00178040
0,00165600
0,00172200
0,00395060
0,00161490
0,00176320
0,00176730
0,00177420
0,00255440
0,01005280
0,00257600
0,00173860
0,00156680
0,00154270
0,00165220
0,00190390
0,00219260
0,00167280
0,00163570
0,00472060
0,00162670
0,00153630
0,00167330
0,00152960
0,00241430
0,00220410
0,00153610
0,00150360
0,00154940
0,00424770
0,00157600
0,00254900
0,00161130
0,00224210
0,00212300
0,00175710
0,00439070
0,00524730
0,00184910
0,00153250
0,00173370
0,00176330
0,00158860
0,00151530
0,00155210
0,00222250
0,00760690
0,00218260
0,00196190
0,00173230
0,00289910
0,00223350
0,00154700
0,00504710
0,00222050
0,00173620
0,00195750
0,00246810
0,00182580
0,00202610
0,00154140
0,00295250
0,00164550
0,00152630
0,00188330
0,00159280
0,00256090
0,00191080
0,00151880
0,00158240
0,00173070
0,00182250
0,00187830
0,00212280
0,00207820
0,00171810
0,00201390
0,00154700
0,00220710
0,00190560
0,00211170
0,00902710
0,00312160
0,00205020
0,00239180
0,00186510
0,00303190
0,00247870
0,00161440
0,00150930
0,00179240
0,00179560
0,00423670
0,00164050
0,00178420
0,00178220
0,00150670
0,00153360
0,00148990
0,00163570
0,00300900
0,00515300
0,00187160
0,00160100
0,00151320
0,00150040
0,00214880
0,00270180
0,00181590
0,00153640
0,00214250
0,00317550
0,00156910
0,00172900
0,00152380
0,00161770
0,00189320
0,00153660
0,00150860
0,00411320
0,00154530
0,00152900
0,00189810
0,00158430
0,00220190
0,00170800
0,00152180
0,00150880
0,00149640
0,00445770
0,00174600
0,00246080
0,00171430
0,00313430
0,00240690
0,00230450
0,00533840
0,00162450
0,00154740
0,00151070
0,00210840
0,00157340
0,00155990
0,00150770
0,00151850
