0,00160340
0,00150950
0,00171220
0,00155240
0,00160760
0,00161170
0,00190200
0,00150120
0,00154650
0,00202010
0,00154950
0,00423110
0,00158770
0,00170270
0,00154670
0,00150960
0,00657810
0,00207790
0,00395150
0,00174330
0,00177390
0,00160050
0,00154980
0,00199080
0,00156040
0,00186950
0,00190870
0,00176320
0,00452650
0,00169480
0,00169750
0,00372090
0,00154010
0,00197290
0,00175250
0,00164690
0,00167020
0,01333650
0,00178200
0,00166650
0,00240890
0,00208140
0,00224390
0,00162050
0,00154830
0,00176820
0,00159960
0,00000000
0,00000000
0,00000000
0,00000000
0,00107600
0,00123120
0,00116570
0,00145400
0,00112890
0,00106840
0,00103200
0,00137740
0,00116170
0,00107560
0,00129610
0,00439040
0,00114120
0,00189970
0,00164140
0,00106910
0,00113090
0,00219820
0,00108520
0,00103670
0,00145170
0,00101540
0,00110790
0,00122160
0,00101550
0,00111870
0,00161370
0,00133250
0,00107630
0,00100610
0,00100820
0,00139100
0,00116990
0,00101970
0,00119580
0,00110040
0,00107230
0,00103890
0,00105750
0,00100300
0,00100850
0,00100240
0,00119250
0,00107470
0,00100630
0,00099840
0,00112290
0,00103750
0,00110700
0,00115240
0,00104000
0,00099990
0,00100370
0,00111650
0,00140660
0,00107480
0,00122090
0,00103310
0,00305490
0,00105880
0,00108040
0,00101550
0,00101530
0,00101130
0,00107500
0,00100510
0,00123460
0,00123770
0,00102790
0,00100580
0,00099780
0,00111750
0,00110130
0,00105920
0,00109840
0,00121510
0,00129630
0,02002940
0,00217330
0,00189290
0,00109060
0,00222650
0,00105460
0,00101510
0,00110620
0,00119910
0,00101230
0,00661880
0,00126890
0,00550370
0,00325750
0,00143570
0,00112480
0,00102940
0,00122710
0,00134200
0,00128470
0,00118570
0,00134380
0,00106560
0,00173430
0,00151750
0,00114970
0,00102070
0,00113760
0,00138770
0,00128280
0,00103430
0,00111210
0,00105120
0,00102510
0,00101430
0,00109460
0,00117190
0,00109880
0,00162210
0,00115470
0,00121550
0,00226510
0,00113630
0,00107080
0,00102330
0,00101800
0,00101120
0,00166020
0,00148130
0,00108110
0,00164770
0,00106060
0,00552120
0,00115160
0,00104170
0,00101990
0,00103900
0,00172660
0,00105300
0,00102060
0,00461610
0,00161520
0,00120690
0,00102600
0,00100900
0,00100550
0,00117240
0,00101170
0,00125070
0,00104190
0,00147420
0,00108690
0,00485730
0,00116070
0,00574060
0,00129320
0,00103090
0,00132760
0,00123600
0,00102080
0,00103190
0,00278270
0,00119230
0,00103440
0,00100530
0,00121710
0,00100360
0,00100480
0,00103580
0,00134660
0,00107870
0,00102170
0,00100960
0,00143050
0,00125370
0,00106790
0,00119490
0,00103160
0,00099680
0,00103370
0,00112290
0,00127950
0,00106100
0,00100920
0,00121510
0,00100810
0,00111600
0,00103700
0,00107060
0,00138020
0,00105180
0,00134340
0,00136170
0,00102330
0,00102230
0,00119410
0,00122960
0,00109270
0,00341090
0,00105030
0,00100730
0,00100680
0,00118010
0,00170900
0,00103860
0,00101600
0,00142230
0,00100700
0,00099980
0,00116470
0,00327530
0,00117020
0,00104780
0,00141340
0,00102570
0,00102930
0,00100910
0,00123470
0,00111920
0,00110240
0,00100390
0,00161520
0,00112030
0,00140540
0,00146150
0,00102020
0,00114160
0,00108250
0,00119040
0,00107680
0,00100280
0,00100020
0,00114910
0,00122300
0,00111280
0,00390920
0,00103020
0,00100500
0,00110800
0,00138970
0,00102190
0,00106500
0,00101110
0,00120360
0,00117670
0,00177650
0,00106360
0,00272790
0,00109160
0,00100600
0,00139840
0,00103890
0,00100000
0,00102410
0,00117610
0,00102000
0,00145150
0,00101410
0,00142410
0,00106930
0,00269870
0,00102950
0,00107360
0,00104230
0,00100070
0,00100300
0,00119250
0,00100680
0,00157270
0,00105080
0,00103420
0,00100470
0,00099870
0,00137140
0,00108780
0,00100730
0,00100530
0,00144100
0,00100520
0,00100620
0,00177180
0,00202770
0,00108050
0,00103960
0,00345910
0,00107540
0,00102900
0,00103930
0,00111770
0,00101830
0,00104940
0,00109920
0,00099650
0,00100650
0,00099620
0,00105160
0,00100010
0,00140420
0,00108620
0,00103040
0,00119740
0,00101270
0,00099490
0,00368250
0,00110020
0,00106110
0,00105680
0,00180440
0,00145170
0,00102420
0,00100730
0,00105960
0,00100300
0,00100070
0,00117610
0,00408560
0,00121110
0,00153550
0,00107830
0,00200780
0,00181280
0,00105030
0,00099580
0,00100280
0,00099920
0,00110240
0,00100800
0,00114060
0,00166680
0,00120080
0,00127870
0,00135260
0,00104260
0,00000000
0,00000000
0,00000000
0,00000000
0,00314430
0,00475610
0,00405260
0,00712260
0,00493470
0,00535440
0,00479200
0,00769050
0,00406150
0,00390660
0,00431100
0,00610980
0,01109960
0,00501050
0,00390130
0,00751720
0,00397790
0,00428940
0,00638600
0,00421220
0,00668020
0,00413910
0,00391510
0,00496200
0,02168280
0,00532180
0,00416770
0,00421720
0,00738680
0,01339780
